param samplesS = 50;
param samplesP = 50;
#set P := 0.87266 0.88691 0.90116 0.91541 0.92965 0.9439 0.95815 0.9724 0.98665 1.0009 1.0151 1.0294 1.0436 1.0579 1.0721 1.0864 1.1006 1.1149 1.1291 1.1434 1.1576 1.1719 1.1861 1.2004 1.2146 1.2289 1.2431 1.2573 1.2716 1.2858 1.3001 1.3143 1.3286 1.3428 1.3571 1.3713 1.3856 1.3998 1.4141 1.4283 1.4426 1.4568 1.4711 1.4853 1.4996 1.5138 1.5281 1.5423 1.5565 1.5708;
#set S := 0 0.014248 0.028495 0.042743 0.05699 0.071238 0.085486 0.099733 0.11398 0.12823 0.14248 0.15672 0.17097 0.18522 0.19947 0.21371 0.22796 0.24221 0.25646 0.2707 0.28495 0.2992 0.31345 0.32769 0.34194 0.35619 0.37044 0.38468 0.39893 0.41318 0.42743 0.44168 0.45592 0.47017 0.48442 0.49867 0.51291 0.52716 0.54141 0.55566 0.5699 0.58415 0.5984 0.61265 0.62689 0.64114 0.65539 0.66964 0.68388 0.69813;
param N := 40;
param diS: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 :=
1 5.6782 5.6783 5.6787 5.6793 5.6801 5.6812 5.6825 5.684 5.6858 5.6878 5.6901 5.6926 5.6953 5.6982 5.7014 5.7048 5.7084 5.7122 5.7162 5.7205 5.7249 5.7296 5.7344 5.7395 5.7447 5.7502 5.7558 5.7616 5.7676 5.7737 5.78 5.7865 5.7931 5.7999 5.8069 5.8139 5.8211 5.8285 5.8359 5.8435 5.8512 5.859 5.8669 5.8749 5.883 5.8912 5.8994 5.9077 5.9161 5.9245
2 4.037 4.0374 4.0387 4.0407 4.0436 4.0473 4.0518 4.0571 4.0632 4.0701 4.0779 4.0864 4.0957 4.1058 4.1167 4.1284 4.1409 4.1541 4.168 4.1827 4.1982 4.2143 4.2312 4.2488 4.2671 4.2861 4.3057 4.3261 4.347 4.3686 4.3909 4.4137 4.4371 4.4611 4.4857 4.5108 4.5365 4.5627 4.5893 4.6165 4.6441 4.6721 4.7006 4.7294 4.7586 4.7882 4.8182 4.8484 4.8789 4.9097
3 1.8257 1.8264 1.8285 1.832 1.8368 1.8431 1.8508 1.8599 1.8704 1.8822 1.8955 1.9101 1.9261 1.9435 1.9623 1.9824 2.0039 2.0268 2.051 2.0766 2.1035 2.1318 2.1614 2.1923 2.2245 2.258 2.2928 2.3289 2.3663 2.4049 2.4448 2.4858 2.5281 2.5716 2.6163 2.6621 2.709 2.7571 2.8062 2.8565 2.9077 2.96 3.0132 3.0674 3.1226 3.1786 3.2355 3.2932 3.3517 3.4109
4 -0.34533 -0.34453 -0.34216 -0.3382 -0.33265 -0.32552 -0.31679 -0.30646 -0.29452 -0.28098 -0.26581 -0.24902 -0.23059 -0.21052 -0.1888 -0.16541 -0.14035 -0.1136 -0.085156 -0.055003 -0.02313 0.010475 0.045822 0.082923 0.12179 0.16243 0.20486 0.24908 0.2951 0.34294 0.39259 0.44406 0.49737 0.5525 0.60946 0.66826 0.72888 0.79133 0.8556 0.92169 0.98957 1.0592 1.1307 1.2039 1.2788 1.3554 1.4338 1.5137 1.5953 1.6785
5 -1.9116 -1.911 -1.9093 -1.9065 -1.9025 -1.8973 -1.8909 -1.8834 -1.8746 -1.8647 -1.8534 -1.8409 -1.8271 -1.812 -1.7954 -1.7775 -1.7581 -1.7373 -1.7149 -1.691 -1.6655 -1.6383 -1.6094 -1.5787 -1.5462 -1.5119 -1.4757 -1.4375 -1.3973 -1.3551 -1.3107 -1.2642 -1.2154 -1.1644 -1.1111 -1.0554 -0.99726 -0.93668 -0.8736 -0.80798 -0.73978 -0.66897 -0.59552 -0.51941 -0.4406 -0.35909 -0.27486 -0.18789 -0.098203 -0.0057846
6 -2.5258 -2.5257 -2.5255 -2.5252 -2.5247 -2.5241 -2.5233 -2.5224 -2.5211 -2.5196 -2.5179 -2.5157 -2.5132 -2.5102 -2.5068 -2.5027 -2.4981 -2.4928 -2.4867 -2.4797 -2.4719 -2.463 -2.453 -2.4419 -2.4295 -2.4157 -2.4004 -2.3835 -2.365 -2.3446 -2.3223 -2.298 -2.2716 -2.2428 -2.2117 -2.1781 -2.1419 -2.1029 -2.0611 -2.0163 -1.9684 -1.9173 -1.8629 -1.8051 -1.7437 -1.6787 -1.61 -1.5375 -1.4611 -1.3807
7 -2.1527 -2.1533 -2.155 -2.1578 -2.1617 -2.1668 -2.1729 -2.18 -2.1882 -2.1974 -2.2075 -2.2185 -2.2303 -2.2429 -2.2563 -2.2703 -2.2849 -2.2999 -2.3154 -2.3313 -2.3473 -2.3635 -2.3797 -2.3958 -2.4116 -2.4271 -2.4422 -2.4565 -2.4701 -2.4828 -2.4943 -2.5046 -2.5134 -2.5206 -2.526 -2.5294 -2.5306 -2.5294 -2.5256 -2.5191 -2.5095 -2.4967 -2.4804 -2.4605 -2.4368 -2.409 -2.3769 -2.3404 -2.2992 -2.2531
8 -1.061 -1.062 -1.0652 -1.0705 -1.0779 -1.0874 -1.099 -1.1126 -1.1283 -1.1461 -1.1658 -1.1876 -1.2113 -1.2369 -1.2643 -1.2936 -1.3247 -1.3575 -1.392 -1.428 -1.4656 -1.5046 -1.5449 -1.5864 -1.6291 -1.6728 -1.7174 -1.7627 -1.8086 -1.8549 -1.9016 -1.9483 -1.9948 -2.0411 -2.0869 -2.1319 -2.1759 -2.2187 -2.26 -2.2995 -2.3369 -2.372 -2.4044 -2.4339 -2.4601 -2.4826 -2.5013 -2.5156 -2.5254 -2.5302
9 0.28385 0.28266 0.2791 0.27316 0.26484 0.25412 0.24101 0.22549 0.20755 0.18717 0.16435 0.13908 0.11132 0.081088 0.048357 0.013121 -0.024628 -0.064892 -0.10767 -0.15296 -0.20076 -0.25104 -0.30378 -0.35896 -0.41653 -0.47645 -0.53865 -0.60307 -0.66961 -0.73819 -0.80869 -0.88099 -0.95493 -1.0304 -1.1071 -1.185 -1.2637 -1.3431 -1.423 -1.5029 -1.5827 -1.6619 -1.7404 -1.8176 -1.8932 -1.9669 -2.0381 -2.1065 -2.1716 -2.2329
10 1.384 1.3832 1.3806 1.3764 1.3703 1.3626 1.353 1.3416 1.3283 1.3131 1.2959 1.2766 1.2552 1.2316 1.2058 1.1775 1.1468 1.1136 1.0778 1.0392 0.99781 0.95355 0.9063 0.856 0.80257 0.74593 0.68602 0.6228 0.55622 0.48624 0.41286 0.33608 0.25592 0.17241 0.085617 -0.0043819 -0.097476 -0.19353 -0.29239 -0.39385 -0.4977 -0.60367 -0.71149 -0.82081 -0.93129 -1.0425 -1.1541 -1.2655 -1.3762 -1.4858
